37.7749,-122.4194,2020-08-25T01:05:00Z,PM2.5,155.19,µg/m³,165.7,310,6,San Francisco,California Air Resources Board,CA_San_Francisco_5274,CA_San_Francisco_78523
37.7749,-122.4194,2020-08-25T01:49:00Z,PM10,165.6,µg/m³,168.31,248,5,San Francisco,California Air Resources Board,CA_San_Francisco_6511,CA_San_Francisco_94419
37.7749,-122.4194,2020-08-25T01:44:00Z,O3,0.03,ppm,0.02,2,1,San Francisco,California Air Resources Board,CA_San_Francisco_5358,CA_San_Francisco_39172
37.7749,-122.4194,2020-08-25T01:21:00Z,NO2,0.01,ppm,0.01,0,1,San Francisco,California Air Resources Board,CA_San_Francisco_6317,CA_San_Francisco_36089
37.7749,-122.4194,2020-08-25T01:12:00Z,SO2,0.0,ppm,0.0,0,1,San Francisco,California Air Resources Board,CA_San_Francisco_8560,CA_San_Francisco_18413
37.7749,-122.4194,2020-08-25T01:37:00Z,CO,9.17,ppm,10.38,500,6,San Francisco,California Air Resources Board,CA_San_Francisco_2592,CA_San_Francisco_65822
37.8044,-122.2711,2020-08-25T01:04:00Z,PM2.5,32.43,µg/m³,35.47,64,2,Oakland,California Air Resources Board,CA_Oakland_8376,CA_Oakland_34977
37.8044,-122.2711,2020-08-25T01:58:00Z,PM10,86.38,µg/m³,75.09,129,3,Oakland,California Air Resources Board,CA_Oakland_8274,CA_Oakland_64212
37.8044,-122.2711,2020-08-25T01:49:00Z,O3,0.01,ppm,0.0,0,1,Oakland,California Air Resources Board,CA_Oakland_9574,CA_Oakland_58486
37.8044,-122.2711,2020-08-25T01:41:00Z,NO2,0.05,ppm,0.05,5,1,Oakland,California Air Resources Board,CA_Oakland_2853,CA_Oakland_69956
37.8044,-122.2711,2020-08-25T01:26:00Z,SO2,0.01,ppm,0.0,0,1,Oakland,California Air Resources Board,CA_Oakland_3912,CA_Oakland_92753
37.8044,-122.2711,2020-08-25T01:02:00Z,CO,1.88,ppm,1.77,188,4,Oakland,California Air Resources Board,CA_Oakland_8459,CA_Oakland_37334
37.8715,-122.273,2020-08-25T01:11:00Z,PM2.5,116.25,µg/m³,100.94,232,5,Berkeley,California Air Resources Board,CA_Berkeley_4780,CA_Berkeley_41282
37.8715,-122.273,2020-08-25T01:22:00Z,PM10,81.48,µg/m³,87.1,122,3,Berkeley,California Air Resources Board,CA_Berkeley_3026,CA_Berkeley_29527
37.8715,-122.273,2020-08-25T01:44:00Z,O3,0.05,ppm,0.04,5,1,Berkeley,California Air Resources Board,CA_Berkeley_4814,CA_Berkeley_14624
37.8715,-122.273,2020-08-25T01:02:00Z,NO2,0.06,ppm,0.05,5,1,Berkeley,California Air Resources Board,CA_Berkeley_4312,CA_Berkeley_51921
37.8715,-122.273,2020-08-25T01:07:00Z,SO2,0.0,ppm,0.0,0,1,Berkeley,California Air Resources Board,CA_Berkeley_7020,CA_Berkeley_79263
37.8715,-122.273,2020-08-25T01:48:00Z,CO,4.94,ppm,4.98,493,6,Berkeley,California Air Resources Board,CA_Berkeley_3175,CA_Berkeley_14023
37.3382,-121.8863,2020-08-25T01:28:00Z,PM2.5,145.4,µg/m³,137.91,290,5,San Jose,California Air Resources Board,CA_San_Jose_7612,CA_San_Jose_81583
37.3382,-121.8863,2020-08-25T01:39:00Z,PM10,55.31,µg/m³,54.52,82,2,San Jose,California Air Resources Board,CA_San_Jose_9039,CA_San_Jose_92857
37.3382,-121.8863,2020-08-25T01:40:00Z,O3,0.06,ppm,0.06,5,1,San Jose,California Air Resources Board,CA_San_Jose_4001,CA_San_Jose_11773
37.3382,-121.8863,2020-08-25T01:20:00Z,NO2,0.06,ppm,0.06,6,1,San Jose,California Air Resources Board,CA_San_Jose_4069,CA_San_Jose_28034
37.3382,-121.8863,2020-08-25T01:40:00Z,SO2,0.02,ppm,0.02,1,1,San Jose,California Air Resources Board,CA_San_Jose_1265,CA_San_Jose_19915
37.3382,-121.8863,2020-08-25T01:34:00Z,CO,1.64,ppm,1.6,164,4,San Jose,California Air Resources Board,CA_San_Jose_4349,CA_San_Jose_33668
37.4419,-122.143,2020-08-25T01:39:00Z,PM2.5,106.81,µg/m³,103.66,213,5,Palo Alto,California Air Resources Board,CA_Palo_Alto_8469,CA_Palo_Alto_31645
37.4419,-122.143,2020-08-25T01:36:00Z,PM10,192.99,µg/m³,165.75,289,5,Palo Alto,California Air Resources Board,CA_Palo_Alto_7249,CA_Palo_Alto_91993
37.4419,-122.143,2020-08-25T01:51:00Z,O3,0.02,ppm,0.02,1,1,Palo Alto,California Air Resources Board,CA_Palo_Alto_7542,CA_Palo_Alto_64334
37.4419,-122.143,2020-08-25T01:54:00Z,NO2,0.07,ppm,0.07,7,1,Palo Alto,California Air Resources Board,CA_Palo_Alto_9229,CA_Palo_Alto_70715
37.4419,-122.143,2020-08-25T01:27:00Z,SO2,0.01,ppm,0.01,0,1,Palo Alto,California Air Resources Board,CA_Palo_Alto_4024,CA_Palo_Alto_69024
37.4419,-122.143,2020-08-25T01:38:00Z,CO,10.41,ppm,8.53,500,6,Palo Alto,California Air Resources Board,CA_Palo_Alto_2894,CA_Palo_Alto_49352
37.386,-122.084,2020-08-25T01:15:00Z,PM2.5,125.79,µg/m³,109.61,251,5,Mountain View,California Air Resources Board,CA_Mountain_View_2879,CA_Mountain_View_83548
37.386,-122.084,2020-08-25T01:33:00Z,PM10,115.05,µg/m³,107.69,172,4,Mountain View,California Air Resources Board,CA_Mountain_View_2295,CA_Mountain_View_38783
37.386,-122.084,2020-08-25T01:57:00Z,O3,0.05,ppm,0.04,4,1,Mountain View,California Air Resources Board,CA_Mountain_View_6216,CA_Mountain_View_34349
37.386,-122.084,2020-08-25T01:29:00Z,NO2,0.03,ppm,0.03,2,1,Mountain View,California Air Resources Board,CA_Mountain_View_5851,CA_Mountain_View_27767
37.386,-122.084,2020-08-25T01:57:00Z,SO2,0.02,ppm,0.02,2,1,Mountain View,California Air Resources Board,CA_Mountain_View_2423,CA_Mountain_View_88528
37.386,-122.084,2020-08-25T01:46:00Z,CO,12.59,ppm,10.26,500,6,Mountain View,California Air Resources Board,CA_Mountain_View_4852,CA_Mountain_View_28816
37.3688,-122.0363,2020-08-25T01:05:00Z,PM2.5,30.0,µg/m³,25.98,59,2,Sunnyvale,California Air Resources Board,CA_Sunnyvale_4706,CA_Sunnyvale_78842
37.3688,-122.0363,2020-08-25T01:48:00Z,PM10,114.69,µg/m³,100.22,172,4,Sunnyvale,California Air Resources Board,CA_Sunnyvale_8633,CA_Sunnyvale_50025
37.3688,-122.0363,2020-08-25T01:59:00Z,O3,0.04,ppm,0.03,3,1,Sunnyvale,California Air Resources Board,CA_Sunnyvale_3444,CA_Sunnyvale_71408
37.3688,-122.0363,2020-08-25T01:43:00Z,NO2,0.06,ppm,0.06,5,1,Sunnyvale,California Air Resources Board,CA_Sunnyvale_3197,CA_Sunnyvale_55044
37.3688,-122.0363,2020-08-25T01:30:00Z,SO2,0.01,ppm,0.01,1,1,Sunnyvale,California Air Resources Board,CA_Sunnyvale_1355,CA_Sunnyvale_18710
37.3688,-122.0363,2020-08-25T01:27:00Z,CO,8.63,ppm,9.42,500,6,Sunnyvale,California Air Resources Board,CA_Sunnyvale_4167,CA_Sunnyvale_23385
37.3541,-121.9552,2020-08-25T01:18:00Z,PM2.5,84.89,µg/m³,86.01,169,4,Santa Clara,California Air Resources Board,CA_Santa_Clara_7534,CA_Santa_Clara_55120
37.3541,-121.9552,2020-08-25T01:10:00Z,PM10,221.28,µg/m³,203.55,331,6,Santa Clara,California Air Resources Board,CA_Santa_Clara_3909,CA_Santa_Clara_94977
37.3541,-121.9552,2020-08-25T01:37:00Z,O3,0.03,ppm,0.03,3,1,Santa Clara,California Air Resources Board,CA_Santa_Clara_9498,CA_Santa_Clara_90807
37.3541,-121.9552,2020-08-25T01:53:00Z,NO2,0.01,ppm,0.01,0,1,Santa Clara,California Air Resources Board,CA_Santa_Clara_3944,CA_Santa_Clara_69346
37.3541,-121.9552,2020-08-25T01:51:00Z,SO2,0.02,ppm,0.02,1,1,Santa Clara,California Air Resources Board,CA_Santa_Clara_7072,CA_Santa_Clara_68349
37.3541,-121.9552,2020-08-25T01:52:00Z,CO,11.4,ppm,10.97,500,6,Santa Clara,California Air Resources Board,CA_Santa_Clara_4678,CA_Santa_Clara_28560
37.5483,-121.9886,2020-08-25T01:56:00Z,PM2.5,72.84,µg/m³,75.59,145,3,Fremont,California Air Resources Board,CA_Fremont_4307,CA_Fremont_95283
37.5483,-121.9886,2020-08-25T01:34:00Z,PM10,60.22,µg/m³,51.01,90,2,Fremont,California Air Resources Board,CA_Fremont_6252,CA_Fremont_67497
37.5483,-121.9886,2020-08-25T01:35:00Z,O3,0.07,ppm,0.07,6,1,Fremont,California Air Resources Board,CA_Fremont_1256,CA_Fremont_54385
37.5483,-121.9886,2020-08-25T01:30:00Z,NO2,0.01,ppm,0.02,1,1,Fremont,California Air Resources Board,CA_Fremont_3178,CA_Fremont_42340
37.5483,-121.9886,2020-08-25T01:49:00Z,SO2,0.01,ppm,0.01,1,1,Fremont,California Air Resources Board,CA_Fremont_8103,CA_Fremont_25079
37.5483,-121.9886,2020-08-25T01:10:00Z,CO,23.38,ppm,21.56,500,6,Fremont,California Air Resources Board,CA_Fremont_8697,CA_Fremont_50816
37.6688,-122.0808,2020-08-25T01:59:00Z,PM2.5,70.97,µg/m³,74.12,141,3,Hayward,California Air Resources Board,CA_Hayward_3274,CA_Hayward_57212
37.6688,-122.0808,2020-08-25T01:07:00Z,PM10,62.95,µg/m³,69.01,94,2,Hayward,California Air Resources Board,CA_Hayward_1854,CA_Hayward_42968
37.6688,-122.0808,2020-08-25T01:07:00Z,O3,0.07,ppm,0.07,6,1,Hayward,California Air Resources Board,CA_Hayward_9698,CA_Hayward_43096
37.6688,-122.0808,2020-08-25T01:25:00Z,NO2,0.03,ppm,0.03,3,1,Hayward,California Air Resources Board,CA_Hayward_5904,CA_Hayward_72188
37.6688,-122.0808,2020-08-25T01:59:00Z,SO2,0.03,ppm,0.03,2,1,Hayward,California Air Resources Board,CA_Hayward_8323,CA_Hayward_25531
37.6688,-122.0808,2020-08-25T01:22:00Z,CO,0.82,ppm,0.86,82,2,Hayward,California Air Resources Board,CA_Hayward_9314,CA_Hayward_88352
37.6819,-121.768,2020-08-25T01:44:00Z,PM2.5,8.99,µg/m³,8.09,17,1,Livermore,California Air Resources Board,CA_Livermore_6772,CA_Livermore_15462
37.6819,-121.768,2020-08-25T01:14:00Z,PM10,183.37,µg/m³,175.52,275,5,Livermore,California Air Resources Board,CA_Livermore_2783,CA_Livermore_80623
37.6819,-121.768,2020-08-25T01:53:00Z,O3,0.02,ppm,0.01,1,1,Livermore,California Air Resources Board,CA_Livermore_9314,CA_Livermore_38733
37.6819,-121.768,2020-08-25T01:04:00Z,NO2,0.01,ppm,0.01,0,1,Livermore,California Air Resources Board,CA_Livermore_4616,CA_Livermore_45035
37.6819,-121.768,2020-08-25T01:45:00Z,SO2,0.02,ppm,0.02,1,1,Livermore,California Air Resources Board,CA_Livermore_9690,CA_Livermore_68578
37.6819,-121.768,2020-08-25T01:40:00Z,CO,0.4,ppm,0.42,39,1,Livermore,California Air Resources Board,CA_Livermore_2858,CA_Livermore_64587
37.6624,-121.8747,2020-08-25T01:23:00Z,PM2.5,73.13,µg/m³,86.4,146,3,Pleasanton,California Air Resources Board,CA_Pleasanton_9766,CA_Pleasanton_81031
37.6624,-121.8747,2020-08-25T01:51:00Z,PM10,192.27,µg/m³,214.29,288,5,Pleasanton,California Air Resources Board,CA_Pleasanton_5317,CA_Pleasanton_33610
37.6624,-121.8747,2020-08-25T01:28:00Z,O3,0.04,ppm,0.04,4,1,Pleasanton,California Air Resources Board,CA_Pleasanton_5477,CA_Pleasanton_77528
37.6624,-121.8747,2020-08-25T01:06:00Z,NO2,0.04,ppm,0.03,3,1,Pleasanton,California Air Resources Board,CA_Pleasanton_3207,CA_Pleasanton_99135
37.6624,-121.8747,2020-08-25T01:45:00Z,SO2,0.02,ppm,0.02,2,1,Pleasanton,California Air Resources Board,CA_Pleasanton_8075,CA_Pleasanton_71483
37.6624,-121.8747,2020-08-25T01:27:00Z,CO,16.19,ppm,15.74,500,6,Pleasanton,California Air Resources Board,CA_Pleasanton_9892,CA_Pleasanton_51117
37.9101,-122.0652,2020-08-25T01:13:00Z,PM2.5,1.23,µg/m³,1.2,2,1,Walnut Creek,California Air Resources Board,CA_Walnut_Creek_7725,CA_Walnut_Creek_15226
37.9101,-122.0652,2020-08-25T01:35:00Z,PM10,236.37,µg/m³,281.98,354,6,Walnut Creek,California Air Resources Board,CA_Walnut_Creek_3685,CA_Walnut_Creek_96017
37.9101,-122.0652,2020-08-25T01:13:00Z,O3,0.02,ppm,0.02,1,1,Walnut Creek,California Air Resources Board,CA_Walnut_Creek_9998,CA_Walnut_Creek_10892
37.9101,-122.0652,2020-08-25T01:12:00Z,NO2,0.01,ppm,0.01,1,1,Walnut Creek,California Air Resources Board,CA_Walnut_Creek_8886,CA_Walnut_Creek_13948
37.9101,-122.0652,2020-08-25T01:21:00Z,SO2,0.01,ppm,0.01,1,1,Walnut Creek,California Air Resources Board,CA_Walnut_Creek_9805,CA_Walnut_Creek_39214
37.9101,-122.0652,2020-08-25T01:21:00Z,CO,2.98,ppm,3.09,298,5,Walnut Creek,California Air Resources Board,CA_Walnut_Creek_3382,CA_Walnut_Creek_26345
37.9775,-122.0311,2020-08-25T01:07:00Z,PM2.5,10.09,µg/m³,11.09,20,1,Concord,California Air Resources Board,CA_Concord_5451,CA_Concord_83022
